VLLbf5W5FZd,10-20-30 Minutes to Quilt (Sewing with Nancy),0.0,0.0
zt544aovdK8,100 Best-Loved Poems (Dover Thrift Editions),9.0,6.0
lY7oyuDon7P,100 Best-Loved Poems (Dover Thrift Editions),10.0,6.0
UrNtONqRKQ8,100 Best-Loved Poems (Dover Thrift Editions),10.0,6.0
qc3XydoU9ea,100 Best-Loved Poems (Dover Thrift Editions),8.0,6.0
7aWfJTLQygs,100 Best-Loved Poems (Dover Thrift Editions),0.0,6.0
EJnCRX7OMiS,100 Best-Loved Poems (Dover Thrift Editions),9.0,6.0
gZUsmO7BXCf,100 Best-Loved Poems (Dover Thrift Editions),7.0,6.0
SsWAKoHoYin,100 Best-Loved Poems (Dover Thrift Editions),7.0,6.0
9KTbJ2Lj0Py,100 Best-Loved Poems (Dover Thrift Editions),0.0,6.0
g81c20CuU97,100 Best-Loved Poems (Dover Thrift Editions),0.0,6.0
zGSPlV12IAN,1000 Forbidden Pictures,9.0,9.0
j8XLBftmu4S,1000 Jokes for Kids of All Ages,7.0,5.333333333333333
9NY6HegY0ls,1000 Jokes for Kids of All Ages,0.0,5.333333333333333
Sf6oUFiPtfu,1000 Jokes for Kids of All Ages,9.0,5.333333333333333
5QEfHzdBN4x,"1000 Play Thinks: Puzzles, Paradoxes, Illusions &amp; Games",9.0,9.0
SsWAKoHoYin,"1000 Play Thinks: Puzzles, Paradoxes, Illusions &amp; Games",9.0,9.0
j1iw7sB2xIH,1001 Natural Remedies,8.0,8.0
1Tx01aESBGC,1001 Secrets for Windows Nt Registry,7.0,7.0
JzWh2tKeu8o,"1001 pitfalls in Spanish,",0.0,0.0
fAybU97WRAB,101 Common Therapeutic Blunders,8.0,8.0
GjOQ9HBlAAl,101 Great American Poems (Dover Thrift Editions),6.0,4.416666666666667
qc3XydoU9ea,101 Great American Poems (Dover Thrift Editions),8.0,4.416666666666667
DlQK0PXJ6BU,101 Great American Poems (Dover Thrift Editions),0.0,4.416666666666667
SFs3tYSIID7,101 Great American Poems (Dover Thrift Editions),9.0,4.416666666666667
ZBFYKIOrd9S,101 Great American Poems (Dover Thrift Editions),5.0,4.416666666666667
2kAu7LjCxmL,101 Great American Poems (Dover Thrift Editions),0.0,4.416666666666667
3HauAztDo9Z,101 Great American Poems (Dover Thrift Editions),10.0,4.416666666666667
8lewMamYZxa,101 Great American Poems (Dover Thrift Editions),10.0,4.416666666666667
ztzqqN8XLrp,101 Great American Poems (Dover Thrift Editions),5.0,4.416666666666667
t3BZfAa7oum,101 Great American Poems (Dover Thrift Editions),0.0,4.416666666666667
eg03oWI0Urm,101 Great American Poems (Dover Thrift Editions),0.0,4.416666666666667
w2zPwRrAFzn,101 Great American Poems (Dover Thrift Editions),0.0,4.416666666666667
yRlLw7dPpoH,101 Uses for This Book,8.0,4.0
g81c20CuU97,101 Uses for This Book,0.0,4.0
9F7vpw0LDqG,101 Ways to Do Better in School,10.0,5.0
ukITsDnFJdv,101 Ways to Do Better in School,0.0,5.0
aWGfGzBvOme,101 cuentos clásicos de la China,7.0,7.0
3h9FnZARozB,102 Questions Children Ask about the Bible (Questions Children Ask),0.0,0.0
ncJrSO5uLtN,13 Murder Mysteries (Point Crime S.),7.0,7.0
3me2roEsQJr,"15-Minute Low-Carb Recipes: Instant Recipes for Dinners, Desserts, and More",10.0,5.0
XGGbzEUNsZx,"15-Minute Low-Carb Recipes: Instant Recipes for Dinners, Desserts, and More",0.0,5.0
LcQxTNdkeIB,1788: Comprising A narrative of the expedition to Botany Bay and A complete account of the settlement at Port Jackson,0.0,0.0
7UMzPWsKZDk,20/20 Vision,0.0,0.0
9feLDiPbM3z,201 Great Ideas for Your Small Business,8.0,6.5
pHMSfxAYiTD,201 Great Ideas for Your Small Business,5.0,6.5
rxXjBYD4pEv,"2107 Curious Word Origins, Sayings and Expressions from White Elephants to Song Dance",0.0,0.0
SsWAKoHoYin,2150 Ad,6.0,6.0
oghTuUzDvHQ,2194 days of war: An illustrated chronology of the Second World War with 620 illustrations and 84 maps,9.0,9.0
h6rziMP6MZ8,258 Great Dates While You Wait,0.0,0.0
UmzvqDkaAgR,258 Great Dates While You Wait,0.0,0.0
TvYGqPoOJc5,28 Days to a Better Body: A Food and Fitness Plan for Health,0.0,0.0
Jm9Nd9e527d,2ND NATURE,0.0,0.0
X3eQCQPgaTJ,2ND NATURE,0.0,0.0
L5L6X8ISGJV,2nd Chance,6.0,6.0
L5L6X8ISGJV,2nd Chance,6.0,0.0
L5L6X8ISGJV,2nd Chance,6.0,3.704
L5L6X8ISGJV,2nd Chance,6.0,3.034934497816594
rBh48WNvh9S,2nd Chance,0.0,6.0
rBh48WNvh9S,2nd Chance,0.0,0.0
rBh48WNvh9S,2nd Chance,0.0,3.704
rBh48WNvh9S,2nd Chance,0.0,3.034934497816594
wM1ZO7wFHDV,2nd Chance,10.0,6.0
wM1ZO7wFHDV,2nd Chance,10.0,0.0
wM1ZO7wFHDV,2nd Chance,10.0,3.704
wM1ZO7wFHDV,2nd Chance,10.0,3.034934497816594
qsTAPT3KK0R,2nd Chance,9.0,6.0
qsTAPT3KK0R,2nd Chance,9.0,0.0
qsTAPT3KK0R,2nd Chance,9.0,3.704
qsTAPT3KK0R,2nd Chance,9.0,3.034934497816594
YvUR5eCdAPR,2nd Chance,9.0,6.0
YvUR5eCdAPR,2nd Chance,9.0,0.0
YvUR5eCdAPR,2nd Chance,9.0,3.704
YvUR5eCdAPR,2nd Chance,9.0,3.034934497816594
b6EW9AjgVJh,2nd Chance,0.0,6.0
b6EW9AjgVJh,2nd Chance,0.0,0.0
b6EW9AjgVJh,2nd Chance,0.0,3.704
b6EW9AjgVJh,2nd Chance,0.0,3.034934497816594
bwo9jnhH1hi,2nd Chance,7.0,6.0
bwo9jnhH1hi,2nd Chance,7.0,0.0
bwo9jnhH1hi,2nd Chance,7.0,3.704
bwo9jnhH1hi,2nd Chance,7.0,3.034934497816594
87ussceDrdV,2nd Chance,10.0,6.0
87ussceDrdV,2nd Chance,10.0,0.0
87ussceDrdV,2nd Chance,10.0,3.704
87ussceDrdV,2nd Chance,10.0,3.034934497816594
giLOX00RbT1,2nd Chance,0.0,6.0
giLOX00RbT1,2nd Chance,0.0,0.0
giLOX00RbT1,2nd Chance,0.0,3.704
giLOX00RbT1,2nd Chance,0.0,3.034934497816594
eJeGfMDh4PC,2nd Chance,0.0,6.0
eJeGfMDh4PC,2nd Chance,0.0,0.0
eJeGfMDh4PC,2nd Chance,0.0,3.704
eJeGfMDh4PC,2nd Chance,0.0,3.034934497816594
ahAO8D6FgJo,2nd Chance,8.0,6.0
ahAO8D6FgJo,2nd Chance,8.0,0.0
ahAO8D6FgJo,2nd Chance,8.0,3.704
ahAO8D6FgJo,2nd Chance,8.0,3.034934497816594
cnQ0AYylaI4,2nd Chance,0.0,6.0
cnQ0AYylaI4,2nd Chance,0.0,0.0
cnQ0AYylaI4,2nd Chance,0.0,3.704
cnQ0AYylaI4,2nd Chance,0.0,3.034934497816594
BEMEdWL93q2,2nd Chance,0.0,6.0
BEMEdWL93q2,2nd Chance,0.0,0.0
BEMEdWL93q2,2nd Chance,0.0,3.704
BEMEdWL93q2,2nd Chance,0.0,3.034934497816594
DHLTshiqhNZ,2nd Chance,5.0,6.0
DHLTshiqhNZ,2nd Chance,5.0,0.0
DHLTshiqhNZ,2nd Chance,5.0,3.704
DHLTshiqhNZ,2nd Chance,5.0,3.034934497816594
Dz8c3KQOWYi,2nd Chance,10.0,6.0
Dz8c3KQOWYi,2nd Chance,10.0,0.0
Dz8c3KQOWYi,2nd Chance,10.0,3.704
Dz8c3KQOWYi,2nd Chance,10.0,3.034934497816594
SgEtQDV3Ty9,2nd Chance,7.0,6.0
SgEtQDV3Ty9,2nd Chance,7.0,0.0
SgEtQDV3Ty9,2nd Chance,7.0,3.704
SgEtQDV3Ty9,2nd Chance,7.0,3.034934497816594
JFM0I8ydsmi,2nd Chance,7.0,6.0
JFM0I8ydsmi,2nd Chance,7.0,0.0
JFM0I8ydsmi,2nd Chance,7.0,3.704
JFM0I8ydsmi,2nd Chance,7.0,3.034934497816594
zQLGx5C4OAt,2nd Chance,0.0,6.0
zQLGx5C4OAt,2nd Chance,0.0,0.0
zQLGx5C4OAt,2nd Chance,0.0,3.704
zQLGx5C4OAt,2nd Chance,0.0,3.034934497816594
YUa9q6LLrn2,2nd Chance,5.0,6.0
YUa9q6LLrn2,2nd Chance,5.0,0.0
YUa9q6LLrn2,2nd Chance,5.0,3.704
YUa9q6LLrn2,2nd Chance,5.0,3.034934497816594
HsrYd7uKnRi,2nd Chance,8.0,6.0
HsrYd7uKnRi,2nd Chance,8.0,0.0
HsrYd7uKnRi,2nd Chance,8.0,3.704
HsrYd7uKnRi,2nd Chance,8.0,3.034934497816594
O8j1n6D5GvI,2nd Chance,0.0,6.0
O8j1n6D5GvI,2nd Chance,0.0,0.0
O8j1n6D5GvI,2nd Chance,0.0,3.704
O8j1n6D5GvI,2nd Chance,0.0,3.034934497816594
ARsFRsrsBJb,2nd Chance,0.0,6.0
ARsFRsrsBJb,2nd Chance,0.0,0.0
ARsFRsrsBJb,2nd Chance,0.0,3.704
ARsFRsrsBJb,2nd Chance,0.0,3.034934497816594
kCQYKfumXYJ,2nd Chance,9.0,6.0
kCQYKfumXYJ,2nd Chance,9.0,0.0
kCQYKfumXYJ,2nd Chance,9.0,3.704
kCQYKfumXYJ,2nd Chance,9.0,3.034934497816594
ERM0DDiCaJ5,2nd Chance,8.0,6.0
ERM0DDiCaJ5,2nd Chance,8.0,0.0
ERM0DDiCaJ5,2nd Chance,8.0,3.704
ERM0DDiCaJ5,2nd Chance,8.0,3.034934497816594
yGkmvyEtclx,2nd Chance,0.0,6.0
yGkmvyEtclx,2nd Chance,0.0,0.0
yGkmvyEtclx,2nd Chance,0.0,3.704
yGkmvyEtclx,2nd Chance,0.0,3.034934497816594
6frAr0HPR9e,2nd Chance,0.0,6.0
6frAr0HPR9e,2nd Chance,0.0,0.0
6frAr0HPR9e,2nd Chance,0.0,3.704
6frAr0HPR9e,2nd Chance,0.0,3.034934497816594
8Jp2HFXMTDY,2nd Chance,0.0,6.0
8Jp2HFXMTDY,2nd Chance,0.0,0.0
8Jp2HFXMTDY,2nd Chance,0.0,3.704
8Jp2HFXMTDY,2nd Chance,0.0,3.034934497816594
ry1X1cSw013,2nd Chance,0.0,6.0
ry1X1cSw013,2nd Chance,0.0,0.0
ry1X1cSw013,2nd Chance,0.0,3.704
ry1X1cSw013,2nd Chance,0.0,3.034934497816594
5bDb5gnGbap,2nd Chance,0.0,6.0
5bDb5gnGbap,2nd Chance,0.0,0.0
5bDb5gnGbap,2nd Chance,0.0,3.704
5bDb5gnGbap,2nd Chance,0.0,3.034934497816594
qT3EoP9bgrV,2nd Chance,9.0,6.0
qT3EoP9bgrV,2nd Chance,9.0,0.0
qT3EoP9bgrV,2nd Chance,9.0,3.704
qT3EoP9bgrV,2nd Chance,9.0,3.034934497816594
SliqtKUs8G4,2nd Chance,7.0,6.0
SliqtKUs8G4,2nd Chance,7.0,0.0
SliqtKUs8G4,2nd Chance,7.0,3.704
SliqtKUs8G4,2nd Chance,7.0,3.034934497816594
koQBC0WmbpD,2nd Chance,0.0,6.0
koQBC0WmbpD,2nd Chance,0.0,0.0
koQBC0WmbpD,2nd Chance,0.0,3.704
koQBC0WmbpD,2nd Chance,0.0,3.034934497816594
M8YrFeNqwc5,2nd Chance,0.0,6.0
M8YrFeNqwc5,2nd Chance,0.0,0.0
M8YrFeNqwc5,2nd Chance,0.0,3.704
M8YrFeNqwc5,2nd Chance,0.0,3.034934497816594
3JZcac7hPLU,2nd Chance,0.0,6.0
3JZcac7hPLU,2nd Chance,0.0,0.0
3JZcac7hPLU,2nd Chance,0.0,3.704
3JZcac7hPLU,2nd Chance,0.0,3.034934497816594
nCOkBYmt2ql,2nd Chance,0.0,6.0
nCOkBYmt2ql,2nd Chance,0.0,0.0
nCOkBYmt2ql,2nd Chance,0.0,3.704
nCOkBYmt2ql,2nd Chance,0.0,3.034934497816594
Yq0y7yNhviw,2nd Chance,7.0,6.0
Yq0y7yNhviw,2nd Chance,7.0,0.0
Yq0y7yNhviw,2nd Chance,7.0,3.704
Yq0y7yNhviw,2nd Chance,7.0,3.034934497816594
W4dJbj7nsp9,2nd Chance,0.0,6.0
W4dJbj7nsp9,2nd Chance,0.0,0.0
W4dJbj7nsp9,2nd Chance,0.0,3.704
W4dJbj7nsp9,2nd Chance,0.0,3.034934497816594
3LLI652iEYz,2nd Chance,9.0,6.0
3LLI652iEYz,2nd Chance,9.0,0.0
3LLI652iEYz,2nd Chance,9.0,3.704
3LLI652iEYz,2nd Chance,9.0,3.034934497816594
ycioGAyxLKP,2nd Chance,0.0,6.0
ycioGAyxLKP,2nd Chance,0.0,0.0
ycioGAyxLKP,2nd Chance,0.0,3.704
ycioGAyxLKP,2nd Chance,0.0,3.034934497816594
lo1POP1TKXs,2nd Chance,0.0,6.0
lo1POP1TKXs,2nd Chance,0.0,0.0
lo1POP1TKXs,2nd Chance,0.0,3.704
lo1POP1TKXs,2nd Chance,0.0,3.034934497816594
u6HYoSTVats,2nd Chance,9.0,6.0
u6HYoSTVats,2nd Chance,9.0,0.0
u6HYoSTVats,2nd Chance,9.0,3.704
u6HYoSTVats,2nd Chance,9.0,3.034934497816594
v7joSiygGIE,2nd Chance,7.0,6.0
v7joSiygGIE,2nd Chance,7.0,0.0
v7joSiygGIE,2nd Chance,7.0,3.704
v7joSiygGIE,2nd Chance,7.0,3.034934497816594
3W6KsLRCMrw,2nd Chance,9.0,6.0
3W6KsLRCMrw,2nd Chance,9.0,0.0
3W6KsLRCMrw,2nd Chance,9.0,3.704
3W6KsLRCMrw,2nd Chance,9.0,3.034934497816594
VYqkFKTJNRN,2nd Chance,0.0,6.0
VYqkFKTJNRN,2nd Chance,0.0,0.0
VYqkFKTJNRN,2nd Chance,0.0,3.704
VYqkFKTJNRN,2nd Chance,0.0,3.034934497816594
MlhFcKWPeQa,2nd Chance,0.0,6.0
MlhFcKWPeQa,2nd Chance,0.0,0.0
MlhFcKWPeQa,2nd Chance,0.0,3.704
MlhFcKWPeQa,2nd Chance,0.0,3.034934497816594
ASzIA6Mj6NQ,2nd Chance,7.0,6.0
ASzIA6Mj6NQ,2nd Chance,7.0,0.0
ASzIA6Mj6NQ,2nd Chance,7.0,3.704
ASzIA6Mj6NQ,2nd Chance,7.0,3.034934497816594
h6KxaKmySic,2nd Chance,7.0,6.0
h6KxaKmySic,2nd Chance,7.0,0.0
h6KxaKmySic,2nd Chance,7.0,3.704
h6KxaKmySic,2nd Chance,7.0,3.034934497816594
fHSOfOuTlE8,2nd Chance,0.0,6.0
fHSOfOuTlE8,2nd Chance,0.0,0.0
fHSOfOuTlE8,2nd Chance,0.0,3.704
fHSOfOuTlE8,2nd Chance,0.0,3.034934497816594
3yzIxr4H5dj,2nd Chance,7.0,6.0
3yzIxr4H5dj,2nd Chance,7.0,0.0
3yzIxr4H5dj,2nd Chance,7.0,3.704
3yzIxr4H5dj,2nd Chance,7.0,3.034934497816594
a8LW3Y5vPCe,2nd Chance,9.0,6.0
a8LW3Y5vPCe,2nd Chance,9.0,0.0
a8LW3Y5vPCe,2nd Chance,9.0,3.704
a8LW3Y5vPCe,2nd Chance,9.0,3.034934497816594
AvAa9W0KyPW,2nd Chance,0.0,6.0
AvAa9W0KyPW,2nd Chance,0.0,0.0
AvAa9W0KyPW,2nd Chance,0.0,3.704
AvAa9W0KyPW,2nd Chance,0.0,3.034934497816594
U8SldHOxQ9q,2nd Chance,0.0,6.0
U8SldHOxQ9q,2nd Chance,0.0,0.0
U8SldHOxQ9q,2nd Chance,0.0,3.704
U8SldHOxQ9q,2nd Chance,0.0,3.034934497816594
IG83r2x47jO,2nd Chance,10.0,6.0
IG83r2x47jO,2nd Chance,10.0,0.0
IG83r2x47jO,2nd Chance,10.0,3.704
IG83r2x47jO,2nd Chance,10.0,3.034934497816594
bTEhkEFiu8M,2nd Chance,8.0,6.0
bTEhkEFiu8M,2nd Chance,8.0,0.0
bTEhkEFiu8M,2nd Chance,8.0,3.704
bTEhkEFiu8M,2nd Chance,8.0,3.034934497816594
QFJnCFgrmrv,2nd Chance,5.0,6.0
QFJnCFgrmrv,2nd Chance,5.0,0.0
QFJnCFgrmrv,2nd Chance,5.0,3.704
QFJnCFgrmrv,2nd Chance,5.0,3.034934497816594
wH1a9aAygrE,2nd Chance,0.0,6.0
wH1a9aAygrE,2nd Chance,0.0,0.0
wH1a9aAygrE,2nd Chance,0.0,3.704
wH1a9aAygrE,2nd Chance,0.0,3.034934497816594
oMD25lY9URK,2nd Chance,0.0,6.0
oMD25lY9URK,2nd Chance,0.0,0.0
oMD25lY9URK,2nd Chance,0.0,3.704
oMD25lY9URK,2nd Chance,0.0,3.034934497816594
YnobueiprNC,2nd Chance,0.0,6.0
YnobueiprNC,2nd Chance,0.0,0.0
YnobueiprNC,2nd Chance,0.0,3.704
YnobueiprNC,2nd Chance,0.0,3.034934497816594
p4cO85gVbcZ,2nd Chance,10.0,6.0
p4cO85gVbcZ,2nd Chance,10.0,0.0
p4cO85gVbcZ,2nd Chance,10.0,3.704
p4cO85gVbcZ,2nd Chance,10.0,3.034934497816594
ty2yEJadror,2nd Chance,10.0,6.0
ty2yEJadror,2nd Chance,10.0,0.0
ty2yEJadror,2nd Chance,10.0,3.704
ty2yEJadror,2nd Chance,10.0,3.034934497816594
BYpzcb9WPrN,2nd Chance,0.0,6.0
BYpzcb9WPrN,2nd Chance,0.0,0.0
BYpzcb9WPrN,2nd Chance,0.0,3.704
BYpzcb9WPrN,2nd Chance,0.0,3.034934497816594
RWwDywr6ZBz,2nd Chance,10.0,6.0
RWwDywr6ZBz,2nd Chance,10.0,0.0
RWwDywr6ZBz,2nd Chance,10.0,3.704
RWwDywr6ZBz,2nd Chance,10.0,3.034934497816594
2LAPVLz3fIg,2nd Chance,8.0,6.0
2LAPVLz3fIg,2nd Chance,8.0,0.0
2LAPVLz3fIg,2nd Chance,8.0,3.704
2LAPVLz3fIg,2nd Chance,8.0,3.034934497816594
74GtZce59pA,2nd Chance,0.0,6.0
74GtZce59pA,2nd Chance,0.0,0.0
74GtZce59pA,2nd Chance,0.0,3.704
74GtZce59pA,2nd Chance,0.0,3.034934497816594
a3aLNS3NPdK,2nd Chance,0.0,6.0
a3aLNS3NPdK,2nd Chance,0.0,0.0
a3aLNS3NPdK,2nd Chance,0.0,3.704
a3aLNS3NPdK,2nd Chance,0.0,3.034934497816594
D9sBlpHvHum,2nd Chance,6.0,6.0
D9sBlpHvHum,2nd Chance,6.0,0.0
D9sBlpHvHum,2nd Chance,6.0,3.704
D9sBlpHvHum,2nd Chance,6.0,3.034934497816594
XMjgDJluYIS,2nd Chance,5.0,6.0
XMjgDJluYIS,2nd Chance,5.0,0.0
XMjgDJluYIS,2nd Chance,5.0,3.704
XMjgDJluYIS,2nd Chance,5.0,3.034934497816594
NyrXUHf3LA7,2nd Chance,7.0,6.0
NyrXUHf3LA7,2nd Chance,7.0,0.0
NyrXUHf3LA7,2nd Chance,7.0,3.704
NyrXUHf3LA7,2nd Chance,7.0,3.034934497816594
mGosVEkIy0m,2nd Chance,0.0,6.0
mGosVEkIy0m,2nd Chance,0.0,0.0
mGosVEkIy0m,2nd Chance,0.0,3.704
mGosVEkIy0m,2nd Chance,0.0,3.034934497816594
R3S7PQ3xLzD,2nd Chance,0.0,6.0
R3S7PQ3xLzD,2nd Chance,0.0,0.0
R3S7PQ3xLzD,2nd Chance,0.0,3.704
R3S7PQ3xLzD,2nd Chance,0.0,3.034934497816594
5i5Kknvn9ap,2nd Chance,0.0,6.0
5i5Kknvn9ap,2nd Chance,0.0,0.0
5i5Kknvn9ap,2nd Chance,0.0,3.704
5i5Kknvn9ap,2nd Chance,0.0,3.034934497816594
sqSKvEbPblJ,2nd Chance,8.0,6.0
sqSKvEbPblJ,2nd Chance,8.0,0.0
sqSKvEbPblJ,2nd Chance,8.0,3.704
sqSKvEbPblJ,2nd Chance,8.0,3.034934497816594
5cMIa3js44z,2nd Chance,0.0,6.0
5cMIa3js44z,2nd Chance,0.0,0.0
5cMIa3js44z,2nd Chance,0.0,3.704
5cMIa3js44z,2nd Chance,0.0,3.034934497816594
nKvlP2LfDHE,2nd Chance,0.0,6.0
nKvlP2LfDHE,2nd Chance,0.0,0.0
nKvlP2LfDHE,2nd Chance,0.0,3.704
nKvlP2LfDHE,2nd Chance,0.0,3.034934497816594
XViLfgjAPjr,2nd Chance,0.0,6.0
XViLfgjAPjr,2nd Chance,0.0,0.0
XViLfgjAPjr,2nd Chance,0.0,3.704
XViLfgjAPjr,2nd Chance,0.0,3.034934497816594
NhxShwtvCtw,2nd Chance,8.0,6.0
NhxShwtvCtw,2nd Chance,8.0,0.0
NhxShwtvCtw,2nd Chance,8.0,3.704
NhxShwtvCtw,2nd Chance,8.0,3.034934497816594
IGA7wrXenbp,2nd Chance,0.0,6.0
IGA7wrXenbp,2nd Chance,0.0,0.0
IGA7wrXenbp,2nd Chance,0.0,3.704
IGA7wrXenbp,2nd Chance,0.0,3.034934497816594
5MFp5tg9Jgn,2nd Chance,10.0,6.0
5MFp5tg9Jgn,2nd Chance,10.0,0.0
5MFp5tg9Jgn,2nd Chance,10.0,3.704
5MFp5tg9Jgn,2nd Chance,10.0,3.034934497816594
dExISaPXIFd,2nd Chance,0.0,6.0
dExISaPXIFd,2nd Chance,0.0,0.0
dExISaPXIFd,2nd Chance,0.0,3.704
dExISaPXIFd,2nd Chance,0.0,3.034934497816594
eKOxDfElBTQ,2nd Chance,5.0,6.0
eKOxDfElBTQ,2nd Chance,5.0,0.0
eKOxDfElBTQ,2nd Chance,5.0,3.704
eKOxDfElBTQ,2nd Chance,5.0,3.034934497816594
6qEGGG4bUfr,2nd Chance,4.0,6.0
6qEGGG4bUfr,2nd Chance,4.0,0.0
6qEGGG4bUfr,2nd Chance,4.0,3.704
6qEGGG4bUfr,2nd Chance,4.0,3.034934497816594
zZG1r9nBcpa,2nd Chance,0.0,6.0
zZG1r9nBcpa,2nd Chance,0.0,0.0
zZG1r9nBcpa,2nd Chance,0.0,3.704
zZG1r9nBcpa,2nd Chance,0.0,3.034934497816594
7v7cevPVlzx,2nd Chance,0.0,6.0
7v7cevPVlzx,2nd Chance,0.0,0.0
7v7cevPVlzx,2nd Chance,0.0,3.704
7v7cevPVlzx,2nd Chance,0.0,3.034934497816594
Y3lXk5isLyf,2nd Chance,10.0,6.0
Y3lXk5isLyf,2nd Chance,10.0,0.0
Y3lXk5isLyf,2nd Chance,10.0,3.704
Y3lXk5isLyf,2nd Chance,10.0,3.034934497816594
torSO4Or8O5,2nd Chance,6.0,6.0
torSO4Or8O5,2nd Chance,6.0,0.0
torSO4Or8O5,2nd Chance,6.0,3.704
torSO4Or8O5,2nd Chance,6.0,3.034934497816594
hNzJmlL6b15,2nd Chance,0.0,6.0
hNzJmlL6b15,2nd Chance,0.0,0.0
hNzJmlL6b15,2nd Chance,0.0,3.704
hNzJmlL6b15,2nd Chance,0.0,3.034934497816594
eJz25DmK2vm,2nd Chance,9.0,6.0
eJz25DmK2vm,2nd Chance,9.0,0.0
eJz25DmK2vm,2nd Chance,9.0,3.704
eJz25DmK2vm,2nd Chance,9.0,3.034934497816594
83SIDMOnOuS,2nd Chance,0.0,6.0
83SIDMOnOuS,2nd Chance,0.0,0.0
83SIDMOnOuS,2nd Chance,0.0,3.704
83SIDMOnOuS,2nd Chance,0.0,3.034934497816594
qxyyOHomXzJ,2nd Chance,0.0,6.0
qxyyOHomXzJ,2nd Chance,0.0,0.0
qxyyOHomXzJ,2nd Chance,0.0,3.704
